id,county,pop_over_25,median_income,median_income_no_hs,median_income_hs,median_income_some_college,median_income_college,median_income_graduate_degree
47113,"Madison County, Tennessee",63934,31259,21086,25416,31280,42875,54011
47115,"Marion County, Tennessee",19835,30447,16462,27103,32447,40215,48341
47117,"Marshall County, Tennessee",20805,29429,21518,26809,31528,41154,43568
47119,"Maury County, Tennessee",55460,30697,18511,26174,32575,43707,53429
47121,"Meigs County, Tennessee",8507,29375,21164,24527,36713,37097,52625
47123,"Monroe County, Tennessee",31211,26704,19677,23896,29564,39861,49883
47125,"Montgomery County, Tennessee",106614,33564,21228,27172,32674,41763,55148
47127,"Moore County, Tennessee",4489,27701,15771,23976,30324,36875,48750
47129,"Morgan County, Tennessee",15641,28786,22817,25124,28893,39770,58059
47131,"Obion County, Tennessee",21915,27431,16500,24440,30162,38544,47917
47133,"Overton County, Tennessee",15259,25606,19677,23539,28102,43938,45781
47135,"Perry County, Tennessee",5527,23892,16019,17023,26813,34135,47500
47137,"Pickett County, Tennessee",3785,27462,14859,20524,27212,43125,59167
47139,"Polk County, Tennessee",11872,27648,16673,27407,28373,37273,49234
47141,"Putnam County, Tennessee",46221,29471,17167,24489,25827,41547,51851
47143,"Rhea County, Tennessee",21532,27796,19274,28005,25702,36865,50385
47145,"Roane County, Tennessee",38953,29811,17077,24384,31463,44581,57303
47147,"Robertson County, Tennessee",44250,34307,20958,30425,35547,45265,53529
47149,"Rutherford County, Tennessee",165664,36991,23080,31016,35687,45025,54289
47151,"Scott County, Tennessee",14779,23752,14617,22973,23735,30000,50987
47153,"Sequatchie County, Tennessee",9904,31122,21765,26271,32892,36406,48922
47155,"Sevier County, Tennessee",63583,26681,17974,24352,28445,38795,49593
47157,"Shelby County, Tennessee",593490,33242,17333,25379,31694,47981,60995
47159,"Smith County, Tennessee",13105,30715,15965,30149,31304,41554,54917
47161,"Stewart County, Tennessee",9197,30234,14615,25875,30996,40723,47135
47163,"Sullivan County, Tennessee",112888,29186,17983,23446,28524,41480,56219
47165,"Sumner County, Tennessee",109989,34966,19502,30091,33824,46192,55425
47167,"Tipton County, Tennessee",39381,34821,21506,28088,37290,46567,54359
47169,"Trousdale County, Tennessee",5261,29277,18438,28307,26270,33226,39607
47171,"Unicoi County, Tennessee",13340,27626,12566,24509,30561,42872,66688
47173,"Union County, Tennessee",13116,26581,21913,25941,32179,41055,43472
47175,"Van Buren County, Tennessee",4038,24056,15795,22432,36214,33095,42969
47177,"Warren County, Tennessee",27151,26005,18289,24133,26313,39429,47840
47179,"Washington County, Tennessee",84239,31614,19479,22917,28972,42378,53595
47181,"Wayne County, Tennessee",12312,26241,16333,23530,32059,40478,41635
47183,"Weakley County, Tennessee",21900,26737,11907,25466,25678,32541,50714
47185,"White County, Tennessee",18071,25650,20543,23596,28706,41998,70302
47187,"Williamson County, Tennessee",122207,50839,17950,31218,39977,58935,84111
47189,"Wilson County, Tennessee",79141,38469,19740,30187,39699,51464,62336
48001,"Anderson County, Texas",41518,30541,20402,25478,31602,42134,56908
48003,"Andrews County, Texas",9392,41422,42550,34300,40316,47330,76455
48005,"Angelina County, Texas",55800,26677,20303,22774,26655,41802,54755
48007,"Aransas County, Texas",17366,27487,20676,21288,25431,47348,56297
48009,"Archer County, Texas",6085,38944,20385,34844,41067,43203,48750
48011,"Armstrong County, Texas",1257,41544,41042,30000,40179,53365,57500
48013,"Atascosa County, Texas",28656,30479,20745,26619,33026,48645,59904
48015,"Austin County, Texas",18948,36579,21548,31653,38622,52520,60747
48017,"Bailey County, Texas",4118,28868,21017,37759,30069,40000,44432
48019,"Bandera County, Texas",15598,29788,16869,25361,31183,43325,60000
48021,"Bastrop County, Texas",49673,32341,25013,28790,35345,48148,52609
48023,"Baylor County, Texas",2779,29279,17244,27721,34655,49583,22238
48025,"Bee County, Texas",21723,28353,13606,30393,29491,50515,45625
48027,"Bell County, Texas",187305,34380,19876,28075,33924,46046,62243
48029,"Bexar County, Texas",1090334,32031,18467,25349,31890,49142,63393
48031,"Blanco County, Texas",7661,27991,20273,26021,26389,46573,46042
48033,"Borden County, Texas",420,41542,16250,40441,38750,58125,40938
48035,"Bosque County, Texas",12830,30621,18796,28036,30767,44176,53000
48037,"Bowie County, Texas",62163,31187,16733,26640,30882,40344,56492
48039,"Brazoria County, Texas",205102,44443,21998,33558,42022,59225,73161
48041,"Brazos County, Texas",97574,32355,21002,25096,31813,40967,57387
48043,"Brewster County, Texas",6417,30431,17727,22885,30870,43286,40759
48045,"Briscoe County, Texas",1142,26371,19000,24861,27014,32321,55500
48047,"Brooks County, Texas",4457,22556,18190,20000,23491,33750,39688
48049,"Brown County, Texas",25432,30510,21523,27561,30125,44256,47459
48051,"Burleson County, Texas",11802,30933,17826,28856,35430,40786,43542
48053,"Burnet County, Texas",30236,29625,17641,26578,35560,47132,58717
48055,"Caldwell County, Texas",24192,29777,20833,27861,30552,49142,64569
48057,"Calhoun County, Texas",14035,31556,22717,27107,34517,45128,60366
48059,"Callahan County, Texas",9427,32110,20182,26924,33855,46115,58380
48061,"Cameron County, Texas",234563,22723,14108,21457,25456,44033,58977
48063,"Camp County, Texas",8148,29915,20335,24882,30900,45134,60476
48065,"Carson County, Texas",4222,38589,37679,35417,35931,50188,45000
48067,"Cass County, Texas",21196,27009,20703,23429,27508,33703,55227
48069,"Castro County, Texas",4818,26187,21824,24375,28947,47847,54167
48071,"Chambers County, Texas",22766,47328,24823,35168,53743,57969,66881
48073,"Cherokee County, Texas",32871,26755,16476,24673,28324,46103,43708
48075,"Childress County, Texas",4810,30417,17434,28844,26685,43258,54700
48077,"Clay County, Texas",7534,34398,23333,30722,34116,45395,52045
48079,"Cochran County, Texas",1879,25130,23309,24398,26625,45000,47000
48081,"Coke County, Texas",2410,26895,17647,27206,28125,38500,51667
48083,"Coleman County, Texas",5961,27086,21198,25056,21985,38663,101250
48085,"Collin County, Texas",521349,49688,18696,30704,40603,61396,82058
48087,"Collingsworth County, Texas",2068,25186,16719,20324,26146,42404,61607
48089,"Colorado County, Texas",14372,31760,25208,28103,34482,43708,61406
48091,"Comal County, Texas",77606,38368,17535,28651,35241,52863,75570
48093,"Comanche County, Texas",9453,30791,21547,29474,26411,42243,46102
48095,"Concho County, Texas",3323,25205,13942,25019,26645,30542,54028
48097,"Cooke County, Texas",25434,31593,16713,26972,33526,48404,61864
48099,"Coryell County, Texas",45731,32133,17548,27982,33905,45114,54880
48101,"Cottle County, Texas",1131,23295,16250,20063,26250,43333,40972
48103,"Crane County, Texas",2767,37026,32222,28889,32829,50000,65417
48105,"Crockett County, Texas",2601,34038,16912,41528,33400,41625,43578
48107,"Crosby County, Texas",3874,25752,18929,24081,26644,45000,50208
48109,"Culberson County, Texas",1502,18194,12361,13685,34250,46284,46284
48111,"Dallam County, Texas",4037,26624,19792,29973,25442,48846,39063
48113,"Dallas County, Texas",1512949,32805,20221,26323,34597,52071,68038
48115,"Dawson County, Texas",8935,31619,19954,27679,32927,43448,48750
48117,"Deaf Smith County, Texas",11112,28586,20204,26283,31084,45777,51736
48119,"Delta County, Texas",3627,33651,23750,36186,29688,44475,41719
48121,"Denton County, Texas",431262,45128,21343,32460,40090,56963,70165
48123,"DeWitt County, Texas",14460,29736,17674,24003,33137,43325,38607
48125,"Dickens County, Texas",1775,24714,6953,17206,26732,40500,54250
48127,"Dimmit County, Texas",6142,24626,13233,25938,25144,45455,62898
48129,"Donley County, Texas",2419,33137,11583,34000,27389,51750,43438
48131,"Duval County, Texas",7540,23558,13461,23550,31598,45030,53750
48133,"Eastland County, Texas",12420,26078,20202,25660,26829,36036,46979
48135,"Ector County, Texas",84299,34103,24455,32435,33403,46599,51751
48137,"Edwards County, Texas",1471,31944,12679,36227,42841,36607,51033
48139,"Ellis County, Texas",95060,38634,24193,33596,38164,51914,58163
48141,"El Paso County, Texas",479241,26263,15348,21722,27891,45481,57165
48143,"Erath County, Texas",22235,30746,21520,26962,30577,39641,54047
48145,"Falls County, Texas",12078,25633,15544,23975,28941,41353,56571
48147,"Fannin County, Texas",23552,29974,16398,27163,31626,44315,50500
48149,"Fayette County, Texas",17721,30983,22449,30749,30750,42995,65250
48151,"Fisher County, Texas",2674,29583,13109,29375,27406,45132,46146
48153,"Floyd County, Texas",4059,30478,21500,30645,28937,44844,49276
48155,"Foard County, Texas",847,23879,17717,21500,22841,40690,42125
48157,"Fort Bend County, Texas",382026,47926,21194,30591,40831,64227,81141
48159,"Franklin County, Texas",7249,28667,23273,26233,33750,39474,53179
48161,"Freestone County, Texas",13708,31037,24419,28333,31063,38063,51250
48163,"Frio County, Texas",10915,23667,13869,22788,30823,61667,47331
48165,"Gaines County, Texas",9992,33477,26089,26887,40590,51821,56641
48167,"Galveston County, Texas",195850,41663,18526,29172,40135,60158,66564
48169,"Garza County, Texas",4716,31780,14620,36161,24722,37396,61250
48171,"Gillespie County, Texas",18390,29386,19906,24703,27922,39449,62130
48173,"Glasscock County, Texas",773,37969,46250,22207,41250,53173,54167
48175,"Goliad County, Texas",5155,38470,11136,32849,47726,51620,54479
48177,"Gonzales County, Texas",12693,25411,18084,21897,30901,44776,56250
48179,"Gray County, Texas",15235,30856,19136,30763,30488,43388,57574
48181,"Grayson County, Texas",81009,31793,20372,25709,31797,48648,61360
48183,"Gregg County, Texas",78188,31444,19496,25737,31068,49017,60115
48185,"Grimes County, Texas",18440,31797,21622,30549,35313,43789,58015
48187,"Guadalupe County, Texas",87104,37336,20018,26872,38432,51294,62887
48189,"Hale County, Texas",21603,27007,20288,25816,29185,43708,49360
48191,"Hall County, Texas",2194,17500,9434,17350,18958,45417,52750
48193,"Hamilton County, Texas",6011,31020,21857,27155,32767,33388,49125
48195,"Hansford County, Texas",3427,30954,25960,25915,32639,47292,54750
48197,"Hardeman County, Texas",2927,25707,16641,20906,30174,43795,52132
48199,"Hardin County, Texas",36429,38050,25269,33903,40173,45819,53792
48201,"Harris County, Texas",2601311,35153,19706,27043,35329,54517,72693
48203,"Harrison County, Texas",42948,31675,18983,30952,29245,42782,46729
48205,"Hartley County, Texas",4538,36193,13962,32917,38571,51696,43438
48207,"Haskell County, Texas",4186,26017,11575,22350,31859,44141,76979
48209,"Hays County, Texas",94901,37525,20889,30492,33364,51419,60241
48211,"Hemphill County, Texas",2538,32137,27983,26023,35912,44861,59107
48213,"Henderson County, Texas",54541,28534,19835,25372,30144,45712,51442
48215,"Hidalgo County, Texas",432616,21773,13677,20151,25288,44829,55832
48217,"Hill County, Texas",23724,28618,20234,26584,29060,43809,63682
48219,"Hockley County, Texas",13961,32131,18893,30840,32346,42667,53634
48221,"Hood County, Texas",37250,34083,15995,27246,36420,50480,63781
48223,"Hopkins County, Texas",23428,29944,21201,26366,31501,43232,52944
48225,"Houston County, Texas",16890,25905,13929,24511,24381,38438,57000
48227,"Howard County, Texas",23884,31276,21014,27320,32529,45854,60652
48229,"Hudspeth County, Texas",2216,19614,15481,16772,21875,37750,56833
48231,"Hunt County, Texas",56539,31244,20535,27406,32078,45055,56295
48233,"Hutchinson County, Texas",14402,32410,25673,33953,30702,47625,58397
48235,"Irion County, Texas",1121,29015,10682,29659,32202,37833,31875
48237,"Jack County, Texas",6151,31591,28472,28049,36509,38551,56029
48239,"Jackson County, Texas",9457,32848,23042,26563,34398,46429,38333
48241,"Jasper County, Texas",24160,30279,15029,28995,30738,44683,50887
48243,"Jeff Davis County, Texas",1756,25893,22768,19931,30417,31389,76094
48245,"Jefferson County, Texas",165342,31384,18358,24900,32076,49129,60142
48247,"Jim Hogg County, Texas",3312,22604,27546,18056,24605,48229,12171
48249,"Jim Wells County, Texas",25379,30802,20572,28315,33285,47663,54423
48251,"Johnson County, Texas",98210,37706,24385,32480,38987,50984,60125
48253,"Jones County, Texas",14695,24411,16014,24930,19794,42431,53699
48255,"Karnes County, Texas",10364,26515,12397,24641,30428,47852,61339
48257,"Kaufman County, Texas",66910,38919,21601,33362,39258,51104,61363
48259,"Kendall County, Texas",23964,40892,11882,27904,38191,54923,71827
48261,"Kenedy County, Texas",340,30417,17917,30625,32500,37344,60694
48263,"Kent County, Texas",658,26774,16979,24271,26513,43333,26458
48265,"Kerr County, Texas",35728,28877,20203,24353,27884,41737,52634
48267,"Kimble County, Texas",3542,23532,16674,24122,23986,27857,50435
48269,"King County, Texas",263,35156,23452,31500,36563,46012,46012
48271,"Kinney County, Texas",2552,23319,15938,20458,32697,43750,11667
48273,"Kleberg County, Texas",18059,27437,15543,26822,29785,34868,48652
48275,"Knox County, Texas",2606,26593,22813,21815,28571,31563,57083
48277,"Lamar County, Texas",33110,30035,17988,26831,30015,39317,48158
48279,"Lamb County, Texas",8617,26219,17891,25321,27045,47375,55577
48281,"Lampasas County, Texas",13427,30494,19255,25419,31229,42532,75099
48283,"La Salle County, Texas",4263,24351,19063,18750,32679,45167,61538
48285,"Lavaca County, Texas",13640,29365,20247,26326,32170,41510,55272
48287,"Lee County, Texas",11020,33297,16536,31372,35248,44129,56300
48289,"Leon County, Texas",11865,29926,21534,24360,31712,48409,60179
48291,"Liberty County, Texas",49565,32798,23166,31586,34944,49426,52589
48293,"Limestone County, Texas",16010,26509,18965,22273,27428,41088,50192
48295,"Lipscomb County, Texas",2117,33781,21827,29583,38500,50250,50625
48297,"Live Oak County, Texas",8445,28364,13892,24821,32008,41563,49886
48299,"Llano County, Texas",15087,27049,20744,21893,26822,46250,50815
48301,"Loving County, Texas",76,42813,42813,42734,42750,42750,42750
48303,"Lubbock County, Texas",165648,31109,17045,25160,30247,43296,53107
48305,"Lynn County, Texas",3807,28759,19097,25678,32989,39808,60625
48307,"McCulloch County, Texas",5756,24708,16270,22121,24894,43678,37540
48309,"McLennan County, Texas",143069,30115,19142,25163,30292,45002,55710
48311,"McMullen County, Texas",440,21691,10750,14762,25417,25417,25417
48313,"Madison County, Texas",8876,26232,19727,23397,25562,45703,66466
48315,"Marion County, Texas",7905,25007,17009,21770,23269,32500,53800
48317,"Martin County, Texas",3013,30839,23319,27361,33558,44333,45341
48319,"Mason County, Texas",2978,24688,19911,18254,36037,36844,38631
48321,"Matagorda County, Texas",23715,31526,17716,28446,34704,45059,64405
48323,"Maverick County, Texas",30699,20517,12809,20872,24594,43718,51029
48325,"Medina County, Texas",30444,31491,20128,26420,33270,52659,52795
48327,"Menard County, Texas",1432,20531,18083,23875,16731,41875,22500
48329,"Midland County, Texas",88660,39064,26724,31108,37584,53795,64333
48331,"Milam County, Texas",16669,25977,18979,23229,29026,39282,53177
48333,"Mills County, Texas",3409,31289,29167,24034,30554,34650,50417
48335,"Mitchell County, Texas",6328,31005,16010,30918,30906,36542,41875
48337,"Montague County, Texas",13704,31188,20569,27250,31943,53854,47500
48339,"Montgomery County, Texas",304117,41933,19926,32434,40063,59923,75812
48341,"Moore County, Texas",12808,28878,24933,28942,33093,40726,82292
48343,"Morris County, Texas",8887,30912,20697,22844,35850,47672,46917
48345,"Motley County, Texas",728,30821,11094,19926,38158,36042,36042
48347,"Nacogdoches County, Texas",36617,29174,18426,24802,27294,44604,52614
48349,"Navarro County, Texas",30719,26454,19013,25358,26857,41942,50915
48351,"Newton County, Texas",9753,25232,18477,21737,31624,45847,47011
48353,"Nolan County, Texas",9761,24281,14009,20306,24796,45119,52768
48355,"Nueces County, Texas",220055,30709,17254,25906,31639,46922,55692
48357,"Ochiltree County, Texas",6162,34665,25444,34300,32702,40746,60294
48359,"Oldham County, Texas",1290,30990,10750,20455,30357,38375,53088
48361,"Orange County, Texas",54649,34640,21166,30839,35987,49436,57899
48363,"Palo Pinto County, Texas",18777,31075,21023,26120,32362,42321,51293
48365,"Panola County, Texas",15939,38291,25625,32721,41529,48378,52589
48367,"Parker County, Texas",78591,41926,26340,30789,38427,55787,67212
48369,"Parmer County, Texas",6061,27838,22866,23592,35000,46574,43125
48371,"Pecos County, Texas",10399,32781,20865,31545,38594,40463,52414
48373,"Polk County, Texas",32513,27627,17883,25471,27816,44556,51017
48375,"Potter County, Texas",75829,27132,19777,25334,28730,44688,51899
48377,"Presidio County, Texas",4968,24643,14963,22847,33409,36566,44531
48379,"Rains County, Texas",7968,27654,26449,25616,27533,35962,51500
48381,"Randall County, Texas",79407,39881,21829,28428,36851,49102,62787
48383,"Reagan County, Texas",2132,40020,26875,35250,38816,51944,52222
48385,"Real County, Texas",2479,18522,14159,18380,25785,23036,35433
48387,"Red River County, Texas",9257,28154,18008,25451,29368,45901,56974
48389,"Reeves County, Texas",9151,25026,14024,20983,22931,44419,44732
48391,"Refugio County, Texas",4959,26941,17988,25787,27109,47273,49934
48393,"Roberts County, Texas",716,35469,32000,25350,31250,44135,49886
48395,"Robertson County, Texas",10969,30821,23733,26020,31931,41075,41094
48397,"Rockwall County, Texas",51866,48603,30040,31619,43746,57972,71370
48399,"Runnels County, Texas",7017,26235,14942,22163,30985,42125,49167
48401,"Rusk County, Texas",36381,30355,22190,25080,30804,44116,48895
48403,"Sabine County, Texas",7828,23834,15000,23030,25676,37375,68750
48405,"San Augustine County, Texas",6357,29283,28167,25324,22486,51815,49886
48407,"San Jacinto County, Texas",18227,37175,25146,30236,40601,52514,66645
48409,"San Patricio County, Texas",41136,31731,16911,29095,32474,47731,56086
48411,"San Saba County, Texas",4295,25694,16605,26510,25096,37766,31875
48413,"Schleicher County, Texas",1951,31731,25114,22679,27500,48438,66842
48415,"Scurry County, Texas",11061,30932,23003,29430,32008,44150,52950
48417,"Shackelford County, Texas",2303,33019,30804,34323,28359,47500,46058
48419,"Shelby County, Texas",16451,26728,16453,25281,29246,39985,53421
48421,"Sherman County, Texas",1841,30777,23694,23310,34659,43472,50938
48423,"Smith County, Texas",135571,32027,19371,25806,31452,49740,61435
48425,"Somervell County, Texas",5677,43356,41250,38448,36917,52079,58348
48427,"Starr County, Texas",33797,17139,12975,17195,21096,43599,55789
48429,"Stephens County, Texas",6342,29409,16857,29604,24489,40000,46831
48431,"Sterling County, Texas",867,27470,22212,38864,25273,49545,8393
48433,"Stonewall County, Texas",1006,32308,16667,30000,40893,41250,60089
48435,"Sutton County, Texas",2570,37030,22305,47565,39493,38125,37273
48437,"Swisher County, Texas",4945,27125,12877,31380,21469,45313,48750
48439,"Tarrant County, Texas",1159411,37643,20841,29168,37052,53284,67063
48441,"Taylor County, Texas",80668,30667,18377,25573,30440,41825,53750
48443,"Terrell County, Texas",690,32167,20000,30341,32279,75313,51750
48445,"Terry County, Texas",8135,26578,24454,22033,30469,42823,47978
48447,"Throckmorton County, Texas",1186,27414,15363,25682,24844,52569,55833
48449,"Titus County, Texas",19246,26649,22661,24600,30805,38882,61767
48451,"Tom Green County, Texas",70443,29214,17659,25161,31639,40510,52436
48453,"Travis County, Texas",687221,37311,18253,25651,32879,48913,66971
48455,"Trinity County, Texas",10431,26228,21685,25183,26417,36466,39618
48457,"Tyler County, Texas",15423,30040,18207,22869,34569,45494,39583
48459,"Upshur County, Texas",26649,31323,20828,27177,34003,41362,58452
48461,"Upton County, Texas",2145,30953,20938,28796,31420,54063,90221
48463,"Uvalde County, Texas",16271,24523,14697,24613,26178,43668,36473
48465,"Val Verde County, Texas",29004,25106,14261,23269,32721,42070,58039
48467,"Van Zandt County, Texas",36215,31021,20927,26212,35979,41338,50035
48469,"Victoria County, Texas",56707,32146,16548,29951,33511,48400,60714
48471,"Walker County, Texas",43956,32418,15269,27728,31710,41731,49566
48473,"Waller County, Texas",24658,34225,23494,27156,41530,52041,49643
48475,"Ward County, Texas",6873,37583,20278,36583,40923,47083,59464
48477,"Washington County, Texas",22619,30709,17208,27399,31603,43609,50152
48479,"Webb County, Texas",137504,24274,14981,21723,26751,44462,54526
48481,"Wharton County, Texas",26594,27521,19282,22123,30397,46093,54604
48483,"Wheeler County, Texas",3743,36432,20197,30202,37500,45923,50625
48485,"Wichita County, Texas",82973,31876,19457,24731,33408,43777,54624
48487,"Wilbarger County, Texas",8622,26520,16232,25360,26999,45321,47241
48489,"Willacy County, Texas",13502,22245,14139,24544,24290,50488,36833
48491,"Williamson County, Texas",282809,42778,21375,30675,39862,54604,65275
48493,"Wilson County, Texas",29095,38722,18512,34291,39206,49670,62188
48495,"Winkler County, Texas",4432,35100,29286,29667,36055,42976,60625
48497,"Wise County, Texas",39444,37232,24250,35491,36433,46914,55478
48499,"Wood County, Texas",30506,27363,16975,26539,29281,41807,61820
48501,"Yoakum County, Texas",4808,31287,23125,25893,30689,43155,86000
48503,"Young County, Texas",12567,29716,16573,27723,28106,44854,53563
48505,"Zapata County, Texas",7823,22991,19037,17630,28929,54784,72857
48507,"Zavala County, Texas",6768,17420,10294,14706,23569,28452,39063
49001,"Beaver County, Utah",3838,29974,15882,25596,32891,41114,34250
49003,"Box Elder County, Utah",29132,35560,21724,32450,33172,43398,62544
49005,"Cache County, Utah",57587,30185,22701,27082,25399,34317,55968
49007,"Carbon County, Utah",13303,30863,17788,24393,31123,40000,59750
49009,"Daggett County, Utah",591,22431,6250,20000,34688,21319,91250
49011,"Davis County, Utah",176508,40276,22869,30492,34498,51082,72799
49013,"Duchesne County, Utah",10930,40956,27143,41564,36938,41967,63618
49015,"Emery County, Utah",6603,33926,22969,32043,33558,36296,59750
49017,"Garfield County, Utah",3373,27338,18750,22273,24955,43750,52750
49019,"Grand County, Utah",6445,25415,9167,27802,24564,26477,34457
49021,"Iron County, Utah",24601,30176,21667,23533,26125,32188,49524
49023,"Juab County, Utah",5686,31791,14556,25809,31335,39875,54412
49025,"Kane County, Utah",5048,28847,16184,26901,28130,31728,55375
49027,"Millard County, Utah",7557,28087,16589,21409,31555,43854,55978
49029,"Morgan County, Utah",5496,43672,16875,41833,33750,53295,64844
49031,"Piute County, Utah",1156,23164,15000,18750,23125,19844,52935
49033,"Rich County, Utah",1421,31837,15625,41436,24901,56250,77083
49035,"Salt Lake County, Utah",637544,34766,21304,28106,32579,44263,62966
49037,"San Juan County, Utah",8316,30821,19567,28036,27750,42540,44554
49039,"Sanpete County, Utah",15345,30847,23365,26039,27759,42828,53589
49041,"Sevier County, Utah",12611,29011,20377,26905,26118,36250,55035
49043,"Summit County, Utah",24347,44102,16913,30461,37527,55304,80050
49045,"Tooele County, Utah",33273,39460,24913,35290,39961,47791,64853
49047,"Uintah County, Utah",19416,36108,30512,35537,33086,42360,51442
49049,"Utah County, Utah",257381,34878,20389,27077,30244,42467,71380
49051,"Wasatch County, Utah",14270,36735,23623,27323,32355,48214,62570
49053,"Washington County, Utah",86498,27763,20407,23641,25584,39250,56350
49055,"Wayne County, Utah",1764,25733,14250,25929,21768,46705,46607
49057,"Weber County, Utah",140562,33551,20497,28984,31713,46957,64218
50001,"Addison County, Vermont",24793,34156,23721,29132,32496,41225,51471
50003,"Bennington County, Vermont",26135,30613,17622,25531,30621,34735,53011
50005,"Caledonia County, Vermont",21514,30387,21236,26422,27773,35355,52137
50007,"Chittenden County, Vermont",102086,40233,21175,29823,37089,44931,60235
50009,"Essex County, Vermont",4690,26609,17266,24125,26964,41528,39792
50011,"Franklin County, Vermont",32851,36245,22141,30758,37873,45142,58261
50013,"Grand Isle County, Vermont",5172,34873,20865,31948,34732,42396,62125
50015,"Lamoille County, Vermont",16879,32491,21085,26822,32513,39265,50060
50017,"Orange County, Vermont",20675,34390,26068,30231,33764,41641,47781
50019,"Orleans County, Vermont",19402,27530,20710,26259,25978,32517,50476
50021,"Rutland County, Vermont",43572,31489,21264,27058,30020,41132,53002
50023,"Washington County, Vermont",41829,37102,21579,30529,36884,40752,55674
50025,"Windham County, Vermont",31992,31343,21909,30349,27493,35284,47446
50027,"Windsor County, Vermont",41811,35529,26097,30480,34770,40372,52799
51001,"Accomack County, Virginia",23838,29563,22404,25993,30593,43150,55429
51003,"Albemarle County, Virginia",66879,42328,23317,30889,36576,49278,64146
51005,"Alleghany County, Virginia",11859,33019,15730,31815,30450,45769,51531
51007,"Amelia County, Virginia",9027,33354,15530,30346,41753,44237,48241
51009,"Amherst County, Virginia",22327,30580,14924,27063,31528,45495,47540
51011,"Appomattox County, Virginia",10675,34190,25799,30455,36497,47875,49231
51013,"Arlington County, Virginia",161322,66932,20351,28430,43032,67114,95407
51015,"Augusta County, Virginia",52831,32474,20810,27726,34092,42987,51481
51017,"Bath County, Virginia",3443,31715,16397,34948,31107,19567,53661
51019,"Bedford County, Virginia",49442,35197,25808,28997,34033,47082,65170
51021,"Bland County, Virginia",5142,26427,15313,23571,23362,36984,43446
51023,"Botetourt County, Virginia",23748,40409,23401,31057,40582,53663,65032
51025,"Brunswick County, Virginia",12168,25411,16460,21593,30014,32146,37143
51027,"Buchanan County, Virginia",17758,30007,24784,29667,28628,37544,43897
51029,"Buckingham County, Virginia",12492,28596,17537,30403,26932,38601,41750
51031,"Campbell County, Virginia",38116,32811,20164,27226,35938,41620,47419
51033,"Caroline County, Virginia",19562,36442,20650,32623,34321,60487,67708
51035,"Carroll County, Virginia",21895,25102,20495,22167,26279,39085,43763
51036,"Charles City County, Virginia",5450,31505,18953,31153,31364,41063,61875
51037,"Charlotte County, Virginia",8609,25833,16151,24245,25488,34348,40795
51041,"Chesterfield County, Virginia",210307,43112,22476,32499,39538,54330,67573
51043,"Clarke County, Virginia",10144,44525,20147,31918,50387,75491,71806
51045,"Craig County, Virginia",3682,32922,19482,32994,31696,46087,67135
51047,"Culpeper County, Virginia",31462,37433,21896,29868,37127,54455,56997
51049,"Cumberland County, Virginia",6767,30603,25389,27931,34438,34838,51563
51051,"Dickenson County, Virginia",11321,30332,27596,26563,27337,35344,42885
51053,"Dinwiddie County, Virginia",19325,36618,24813,34377,38304,44569,53846
51057,"Essex County, Virginia",7704,25179,21747,23688,26412,40147,50606
51059,"Fairfax County, Virginia",748384,60317,23161,30628,43278,71159,101972
51061,"Fauquier County, Virginia",44780,48413,26145,39032,44745,60528,83771
51063,"Floyd County, Virginia",11148,28248,15811,30446,26704,29306,46230
51065,"Fluvanna County, Virginia",18372,39299,19841,28778,39460,49662,59743
51067,"Franklin County, Virginia",40071,31592,23010,28902,30704,41060,42457
51069,"Frederick County, Virginia",53837,40073,25792,32905,38840,54407,63782
51071,"Giles County, Virginia",12095,33153,30000,30271,33086,42056,49766
51073,"Gloucester County, Virginia",25930,34930,21117,31140,36081,41011,51609
51075,"Goochland County, Virginia",16011,43080,14525,28727,28603,60884,87841
51077,"Grayson County, Virginia",11472,25236,19119,22835,24736,42262,48750
51079,"Greene County, Virginia",12587,38504,26688,34559,40082,54023,52596
51081,"Greensville County, Virginia",8954,26672,17740,27210,27349,35114,43404
51083,"Halifax County, Virginia",25461,30075,21758,25929,27590,40748,47667
51085,"Hanover County, Virginia",67393,44515,24754,35087,41764,56482,66279
51087,"Henrico County, Virginia",211155,40377,19252,28822,34312,52030,69055
51089,"Henry County, Virginia",38640,25861,19680,23663,25813,38912,56250
51091,"Highland County, Virginia",1862,26202,22845,21615,32760,39375,41111
51093,"Isle of Wight County, Virginia",25030,39827,17388,32298,39705,50671,67210
51095,"James City County, Virginia",48821,40585,15606,28200,36227,53213,65677
51097,"King and Queen County, Virginia",5090,31826,18259,34175,33625,41653,46810
51099,"King George County, Virginia",15613,49632,29868,37779,47992,67950,103140
51101,"King William County, Virginia",10872,40574,27708,37040,40581,47113,49844
51103,"Lancaster County, Virginia",8879,28645,16995,23995,30636,36743,56369
51105,"Lee County, Virginia",18455,25379,18097,21210,25668,38899,48083
51107,"Loudoun County, Virginia",207248,65048,24690,35711,51282,80484,99506
51109,"Louisa County, Virginia",23887,34706,22407,28633,36682,50395,53137
51111,"Lunenburg County, Virginia",9208,26440,21250,22431,30388,41750,41292
51113,"Madison County, Virginia",9413,31517,20427,26162,32379,48088,52790
51115,"Mathews County, Virginia",6900,36489,20807,39118,35018,44963,54895
51117,"Mecklenburg County, Virginia",23567,26028,17851,24385,27442,35956,53814
